Instance,Income
153328,3493
153329,27487
153330,30526
153331,15306
153332,30107
153333,43665
153334,29830
153335,24453
153336,7402
153337,34918
153338,9058
153339,23747
153340,21318
153341,39842
153342,27467
153343,13136
153344,68034
153345,41742
153346,44267
153347,44658
153348,14228
153349,11400
153350,30435
153351,44504
153352,10197
153353,19349
153354,26940
153355,83397
153356,23391
153357,38138
153358,18446
153359,7055
153360,14559
153361,42095
153362,4614
153363,20305
153364,17346
153365,33715
153366,23168
153367,8056
153368,60470
153369,26879
153370,19718
153371,3867
153372,16536
153373,29679
153374,13532
153375,26121
153376,19979
153377,25323
153378,61612
153379,24687
153380,44936
153381,21400
153382,10500
153383,30285
153384,6944
153385,31614
153386,15918
153387,15012
153388,5269
153389,19913
153390,27126
153391,5127
153392,37856
153393,36496
153394,56432
153395,11317
153396,16507
153397,3288
153398,24146
153399,-605
153400,32388
153401,22731
153402,5883
153403,69118
153404,30032
153405,49325
153406,33455
153407,36086
153408,7066
153409,766
153410,50426
153411,6917
153412,39770
153413,46666
153414,7402
153415,7563
153416,16335
153417,25297
153418,9875
153419,51128
153420,54328
153421,34109
153422,55093
153423,14624
153424,56874
153425,125504
153426,23175
153427,16728
153428,32017
153429,49423
153430,5458
153431,19460
153432,10142
153433,19147
153434,9698
153435,21373
153436,28421
153437,41222
153438,25178
153439,23292
153440,20472
153441,41527
153442,51156
153443,12935
153444,33435
153445,38234
153446,47320
153447,22002
153448,23252
153449,3671
153450,74891
153451,15646
153452,7664
153453,25693
153454,70059
153455,8218
153456,3314
153457,20685
153458,4101
153459,9870
153460,20785
153461,43805
153462,33811
153463,1522
153464,34120
153465,27165
153466,38798
153467,211
153468,21395
153469,21336
153470,2532
153471,31315
153472,4807
153473,30767
153474,8865
153475,39475
153476,19489
153477,22497
153478,14348
153479,31359
153480,23600
153481,15319
153482,7517
153483,15704
153484,25289
153485,3399
153486,19177
153487,28666
153488,46389
153489,18885
153490,46573
153491,45250
153492,20823
153493,7286
153494,16751
153495,22568
153496,3109
153497,34109
153498,6284
153499,24127
153500,8835
153501,10625
153502,45958
153503,30950
153504,25956
153505,18785
153506,31882
153507,41194
153508,18744
153509,2740
153510,26342
153511,18795
153512,21074
153513,22548
153514,52100
153515,26170
153516,43383
153517,38724
153518,19789
153519,48936
153520,1511
153521,12547
153522,23787
153523,18410
153524,47517
153525,21104
153526,27481
153527,46677
153528,30809
153529,34763
153530,39738
153531,38475
153532,34024
153533,28507
153534,12416
153535,49856
153536,31951
153537,11935
153538,7920
153539,6
153540,26353
153541,22531
153542,15328
153543,2730
153544,455
153545,37763
153546,12100
153547,49702
153548,38761
153549,25457
153550,11540
153551,27390
153552,15904
153553,22268
153554,22771
153555,14694
153556,38099
153557,5564
153558,11431
153559,75230
153560,16645
153561,14941
153562,3202
153563,25523
153564,66134
153565,138907
153566,25088
153567,7984
153568,8555
153569,17787
153570,54030
153571,44794
153572,32391
153573,31036
153574,3328
153575,51873
153576,59467
153577,31045
153578,109698
153579,21196
153580,1023
153581,35570
153582,21224
153583,13630
153584,22479
153585,17435
153586,11588
153587,1921
153588,24346
153589,33735
153590,34320
153591,353
153592,5923
153593,32736
153594,8077
153595,29698
153596,7518
153597,36514
153598,9468
153599,25012
153600,712
153601,30077
153602,19203
153603,13260
153604,27957
153605,8570
153606,6305
153607,17671
153608,48915
153609,18598
153610,47644
153611,138482
153612,32981
153613,6785
153614,19094
153615,24870
153616,12977
153617,918
153618,62149
153619,46175
153620,61296
153621,7752
153622,9202
153623,21936
153624,24605
153625,18770
153626,29642
153627,46405
153628,6906
153629,9217
153630,12132
153631,84199
153632,32832
153633,34059
153634,11647
153635,17928
153636,12602
153637,80663
153638,14792
153639,22502
153640,29127
153641,19532
153642,7925
153643,24174
153644,7526
153645,46059
153646,45620
153647,40783
153648,19482
153649,3111
153650,23570
153651,2551
153652,29078
153653,16045
153654,3042
153655,9271
153656,13541
153657,26483
153658,7425
153659,17083
153660,13889
153661,28495
153662,12443
153663,38242
153664,49127
153665,4213
153666,16375
153667,33828
153668,18364
153669,11582
153670,51965
153671,11198
153672,35667
153673,71704
153674,28479
153675,32362
153676,59253
153677,54450
153678,37204
153679,20628
153680,27149
153681,6830
153682,9642
153683,9458
153684,77421
153685,24278
153686,10075
153687,25150
153688,2721
153689,39132
153690,53209
153691,26274
153692,12037
153693,4021
153694,30322
153695,37820
153696,26583
153697,17004
153698,22233
153699,93272
153700,5807
153701,53830
153702,28179
153703,13832
153704,37871
153705,27062
153706,53996
153707,48050
153708,13515
153709,23841
153710,5781
153711,1082
153712,1871
153713,51367
153714,6516
153715,7520
153716,26683
153717,40189
153718,11780
153719,14114
153720,-1109
153721,71595
153722,15907
153723,23861
153724,3399
153725,13541
153726,56494
153727,20152
153728,27876
153729,17142
153730,2863
153731,32629
153732,24306
153733,3949
153734,6820
153735,9302
153736,54688
153737,6458
153738,17005
153739,23102
153740,2401
153741,4878
153742,18688
153743,61936
153744,7664
153745,12572
153746,1007
153747,33756
153748,22777
153749,40939
153750,44915
153751,83565
153752,20638
153753,10370
153754,19836
153755,21644
153756,31348
153757,30423
153758,38617
153759,38972
153760,39834
153761,9435
153762,3922
153763,20388
153764,30715
153765,45121
153766,39056
153767,7070
153768,14733
153769,35102
153770,8492
153771,55099
153772,29228
153773,33463
153774,86289
153775,37747
153776,11264
153777,24799
153778,33972
153779,48674
153780,33353
153781,36030
153782,21973
153783,-730
153784,41911
153785,21093
153786,53853
153787,32951
153788,31624
153789,17552
153790,23854
153791,57661
153792,25647
153793,15189
153794,1720
153795,38653
153796,8918
153797,28085
153798,8338
153799,8468
153800,63040
153801,9414
153802,12273
153803,30570
153804,45045
153805,14348
153806,51535
153807,17210
153808,12222
153809,16234
153810,27907
153811,25840
153812,26417
153813,43928
153814,32756
153815,39833
153816,28389
153817,11553
153818,18300
153819,11218
153820,5854
153821,35827
153822,8476
153823,24680
153824,9017
153825,28872
153826,24844
153827,25916
153828,25268
153829,8686
153830,14162
153831,47768
153832,25082
153833,14316
153834,20613
153835,12106
153836,35254
153837,32372
153838,29084
153839,7782
153840,39437
153841,10448
153842,28098
153843,1119
153844,30814
153845,28630
153846,9466
153847,33571
153848,7468
153849,16732
153850,18151
153851,24191
153852,6232
153853,12318
153854,5994
153855,11559
153856,87554
153857,25813
153858,38175
153859,25549
153860,22086
153861,25763
153862,1942
153863,21729
153864,45553
153865,5002
153866,31389
153867,21225
153868,5778
153869,4133
153870,34023
153871,28691
153872,17656
153873,22835
153874,15768
153875,30446
153876,62872
153877,28828
153878,33849
153879,57373
153880,32629
153881,46456
153882,14897
153883,3593
153884,11308
153885,17970
153886,3960
153887,50939
153888,32869
153889,10682
153890,14691
153891,22409
153892,10204
153893,24719
153894,4608
153895,7925
153896,7447
153897,81316
153898,17602
153899,23530
153900,76718
153901,15155
153902,7606
153903,50159
153904,18849
153905,20598
153906,12431
153907,42355
153908,22912
153909,4444
153910,28861
153911,27178
153912,109004
153913,24575
153914,16845
153915,43794
153916,74080
153917,16178
153918,17994
153919,59354
153920,62466
153921,32175
153922,13757
153923,48040
153924,91986
153925,71251
153926,12343
153927,27730
153928,26906
153929,29547
153930,13737
153931,29213
153932,21167
153933,6540
153934,15066
153935,36790
153936,24385
153937,9235
153938,13883
153939,9581
153940,16217
153941,3697
153942,40687
153943,7503
153944,55930
153945,3888
153946,25257
153947,1305
153948,32426
153949,18466
153950,17502
153951,43569
153952,24577
153953,28238
153954,20864
153955,31732
153956,26416
153957,15933
153958,37463
153959,18946
153960,5436
153961,8375
153962,26450
153963,5323
153964,24569
153965,8081
153966,60693
153967,8753
153968,16009
153969,3231
153970,40473
153971,16347
153972,47842
153973,20113
153974,26550
153975,9953
153976,4692
153977,58377
153978,8406
153979,14496
153980,20264
153981,29028
153982,51010
153983,34548
153984,44095
153985,83743
153986,13808
153987,19802
153988,81607
153989,8637
153990,14186
153991,30811
153992,10917
153993,63401
153994,58440
153995,7399
153996,9312
153997,19326
153998,22555
153999,10415
154000,40815
154001,746
154002,24666
154003,46709
154004,8573
154005,20563
154006,17539
154007,23976
154008,15993
154009,24755
154010,17343
154011,17062
154012,3182
154013,19715
154014,3171
154015,60660
154016,9151
154017,47295
154018,12945
154019,8260
154020,1940
154021,38865
154022,22731
154023,2736
154024,49837
154025,30366
154026,21609
154027,19250
154028,8730
154029,23841
154030,99852
154031,24654
154032,49518
154033,24897
154034,58026
154035,1529
154036,7343
154037,25815
154038,12722
154039,25123
154040,27045
154041,7785
154042,20631
154043,22459
154044,22506
154045,75596
154046,69203
154047,31855
154048,6315
154049,62047
154050,10874
154051,18824
154052,23070
154053,8410
154054,18443
154055,122990
154056,6979
154057,17887
154058,91241
154059,20058
154060,40192
154061,29603
154062,30835
154063,37608
154064,7061
154065,43839
154066,36803
154067,32193
154068,9621
154069,23877
154070,13912
154071,21139
154072,22289
154073,56299
154074,75676
154075,40141
154076,30727
154077,8103
154078,36324
154079,12994
154080,16538
154081,24438
154082,52909
154083,3686
154084,20379
154085,27410
154086,19065
154087,17161
154088,25129
154089,4557
154090,33390
154091,11398
154092,34069
154093,11683
154094,26553
154095,32869
154096,28879
154097,17911
154098,10580
154099,20666
154100,8218
154101,11064
154102,36317
154103,10553
154104,41910
154105,40121
154106,2737
154107,18793
154108,31494
154109,104794
154110,11584
154111,59553
154112,25446
154113,42304
154114,21537
154115,4858
154116,17631
154117,42084
154118,16362
154119,16558
154120,23736
154121,8264
154122,16475
154123,23138
154124,24169
154125,764
154126,30388
154127,5734
154128,43359
154129,48676
154130,26739
154131,25763
154132,26618
154133,3802
154134,28669
154135,18391
154136,7594
154137,19845
154138,60279
154139,54754
154140,81163
154141,3193
154142,14587
154143,29235
154144,16052
154145,32189
154146,15282
154147,21332
154148,16968
154149,13507
154150,3227
154151,13890
154152,40959
154153,6871
154154,27441
154155,25931
154156,7676
154157,7004
154158,69419
154159,9452
154160,6265
154161,50192
154162,21266
154163,16261
154164,32735
154165,32446
154166,27421
154167,28142
154168,97106
154169,53611
154170,23798
154171,30342
154172,27433
154173,63632
154174,12311
154175,25796
154176,13233
154177,39295
154178,20275
154179,18463
154180,49770
154181,18016
154182,18241
154183,8077
154184,18351
154185,29174
154186,37288
154187,5222
154188,32456
154189,36933
154190,41104
154191,29137
154192,24072
154193,14555
154194,15092
154195,9246
154196,8939
154197,11319
154198,41613
154199,30464
154200,19834
154201,38777
154202,13104
154203,96060
154204,1119
154205,84513
154206,28721
154207,3105
154208,22933
154209,7617
154210,33390
154211,32735
154212,29148
154213,15389
154214,9765
154215,25909
154216,45150
154217,9278
154218,33024
154219,33327
154220,22196
154221,10445
154222,11412
154223,72974
154224,15135
154225,19789
154226,15611
154227,24440
154228,46093
154229,11949
154230,25416
154231,14057
154232,9029
154233,40209
154234,25730
154235,344
154236,10818
154237,15275
154238,24381
154239,17205
154240,17218
154241,32575
154242,41019
154243,27332
154244,62652
154245,8259
154246,40159
154247,3197
154248,30617
154249,38684
154250,37401
154251,4361
154252,48091
154253,35540
154254,40010
154255,44756
